model,fold,protein,tp0,tp1,tp2,tp3,tp4,tp5,fn0,fn1,fn2,fn3,fn4,fn5,fp0,fp1,fp2,fp3,fp4,fp5
baseline_esm2,2,O57413,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,O60087,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,O64864,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,O64865,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,O73795,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,O75003,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,O77256,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,O78504,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,O82081,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,O82549,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,O88947,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0
baseline_esm2,2,O89094,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,O95831,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,O95980,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,O96447,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,O96812,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P00740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P00741,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P00742,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P00745,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
baseline_esm2,2,P00750,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P01068,1,1,1,4,4,4,11,11,11,8,8,8,6,6,6,3,3,3
baseline_esm2,2,P01156,1,3,3,3,3,3,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P01252,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P01344,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P01346,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P01357,1,2,5,5,5,5,5,4,1,1,1,1,14,13,10,10,10,10
baseline_esm2,2,P01358,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P01501,0,1,1,1,1,2,2,1,1,1,1,0,2,1,1,1,1,0
baseline_esm2,2,P01579,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P02545,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P02674,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P02681,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P02876,0,0,0,1,1,1,1,1,1,0,0,0,5,5,5,4,4,4
baseline_esm2,2,P03997,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P03998,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P04002,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1
baseline_esm2,2,P04070,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0
baseline_esm2,2,P04124,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1
baseline_esm2,2,P05017,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P05019,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P05060,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P05118,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P05222,0,0,0,0,0,0,2,2,2,2,2,2,7,7,7,7,7,7
baseline_esm2,2,P05224,1,3,4,4,4,4,4,2,1,1,1,1,9,7,6,6,6,6
baseline_esm2,2,P05225,0,1,3,4,4,4,5,4,2,1,1,1,14,13,11,10,10,10
baseline_esm2,2,P05226,1,2,5,5,5,5,5,4,1,1,1,1,14,13,10,10,10,10
baseline_esm2,2,P06302,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P06454,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P06731,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P07095,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
baseline_esm2,2,P07455,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P07456,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P07835,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P07907,0,0,0,0,0,0,4,4,4,4,4,4,2,2,2,2,2,2
baseline_esm2,2,P08025,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P08454,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P08459,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P08709,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P09031,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P09166,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P09167,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P09535,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P09598,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P09989,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0C0P5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0C0P6,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1
baseline_esm2,2,P0C0P7,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C0P8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C1V9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C1W0,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0
baseline_esm2,2,P0C1X1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C1Y2,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
baseline_esm2,2,P0C252,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C254,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0C255,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1
baseline_esm2,2,P0C2B0,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C2B1,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
baseline_esm2,2,P0C2F3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0C2S9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C408,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0C409,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0C410,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0C636,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C637,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C638,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C639,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C640,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C666,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C667,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0C668,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0C670,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
baseline_esm2,2,P0C6E4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P0C6E8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P0C7S9,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
baseline_esm2,2,P0C828,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C829,0,1,1,1,1,2,3,2,2,2,2,1,2,1,1,1,1,0
baseline_esm2,2,P0C8P8,0,1,1,1,1,1,1,0,0,0,0,0,3,2,2,2,2,2
baseline_esm2,2,P0C8P9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0C8R2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0C8U4,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0C8U6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C8U7,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C8U8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0C8U9,0,0,0,1,2,2,2,2,2,1,0,0,2,2,2,1,0,0
baseline_esm2,2,P0C8V0,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
baseline_esm2,2,P0C8W1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C8W2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C901,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
baseline_esm2,2,P0C940,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0C954,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0C955,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0C956,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0CAQ2,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0CAQ3,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,0
baseline_esm2,2,P0CAQ5,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0CAQ6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0CAQ7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0CAQ8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0CAQ9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0CAZ2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ7,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0CAZ8,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1
baseline_esm2,2,P0CAZ9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CB07,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0CB08,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
baseline_esm2,2,P0CB12,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0CB14,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P0CE73,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0CE75,0,1,1,1,1,2,3,2,2,2,2,1,2,1,1,1,1,0
baseline_esm2,2,P0CE76,0,1,1,1,1,2,3,2,2,2,2,1,2,1,1,1,1,0
baseline_esm2,2,P0CE79,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CE80,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CE81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CE82,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CE83,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0CH50,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0CI13,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0CI49,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
baseline_esm2,2,P0CY75,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0CY76,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1
baseline_esm2,2,P0CY77,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0CY78,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0CY80,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0CY81,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
baseline_esm2,2,P0CY82,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0CY86,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DJ02,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DJ03,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DJO3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DJO4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DKM1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1
baseline_esm2,2,P0DKN0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1
baseline_esm2,2,P0DKP4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
baseline_esm2,2,P0DKP6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DKP8,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
baseline_esm2,2,P0DM21,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DM23,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DM26,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
baseline_esm2,2,P0DME6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DME7,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DME8,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DME9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DMF1,0,1,1,1,1,1,1,0,0,0,0,0,5,4,4,4,4,4
baseline_esm2,2,P0DMF4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DMF5,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DMF6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DMF7,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
baseline_esm2,2,P0DMF9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DMZ2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DMZ8,0,0,5,5,5,5,5,5,0,0,0,0,5,5,0,0,0,0
baseline_esm2,2,P0DMZ9,0,0,5,5,5,5,5,5,0,0,0,0,5,5,0,0,0,0
baseline_esm2,2,P0DN46,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
baseline_esm2,2,P0DN47,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DOZ7,1,2,3,3,3,3,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0DPE6,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
baseline_esm2,2,P0DPL8,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
baseline_esm2,2,P0DPL9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DPM0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0DPM1,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DPT2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DQJ4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0DQP3,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
baseline_esm2,2,P0DQP4,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
baseline_esm2,2,P0DQR6,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DRD0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0DRD1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0DRD2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0DRD4,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0
baseline_esm2,2,P0DRD5,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0DRH5,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0DRH6,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0DRH7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DRH9,0,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2
baseline_esm2,2,P0DRI0,0,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2
baseline_esm2,2,P0DRI1,0,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2
baseline_esm2,2,P0DRI3,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
baseline_esm2,2,P0DSI4,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0DSI5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DSI6,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
baseline_esm2,2,P0DSJ4,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
baseline_esm2,2,P0DSJ5,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1
baseline_esm2,2,P0DSJ8,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0DSJ9,0,0,0,1,1,2,2,2,2,1,1,0,2,2,2,1,1,0
baseline_esm2,2,P0DSK1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
baseline_esm2,2,P0DSK4,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P0DUG2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DUJ5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0DUQ4,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0
baseline_esm2,2,P0DUQ8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DV71,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P0DW72,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P0DX20,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DX61,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0
baseline_esm2,2,P0DX64,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P0DXT1,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DXT2,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1
baseline_esm2,2,P0DXT3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DXT4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P0DXT5,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1
baseline_esm2,2,P0DXT7,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DXT8,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P0DXT9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P0DXU0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P0DXU1,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
baseline_esm2,2,P0DXZ8,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0DY01,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0DY02,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
baseline_esm2,2,P0DY17,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
baseline_esm2,2,P0DY19,0,1,1,1,1,1,1,0,0,0,0,0,3,2,2,2,2,2
baseline_esm2,2,P0DY25,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1
baseline_esm2,2,P0DY99,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
baseline_esm2,2,P10347,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P10348,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P10673,1,2,2,2,2,2,1,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P10743,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
baseline_esm2,2,P10763,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P10764,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
baseline_esm2,2,P10863,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P10968,0,1,1,1,1,1,1,0,0,0,0,0,5,4,4,4,4,4
baseline_esm2,2,P10969,0,1,1,1,1,1,1,0,0,0,0,0,5,4,4,4,4,4
baseline_esm2,2,P11006,7,7,7,7,7,7,12,12,12,12,12,12,6,6,6,6,6,6
baseline_esm2,2,P11214,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P11863,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
baseline_esm2,2,P12163,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P12164,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P12729,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
baseline_esm2,2,P12960,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
baseline_esm2,2,P13208,0,0,0,0,0,0,25,25,25,25,25,25,15,15,15,15,15,15
baseline_esm2,2,P13684,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
baseline_esm2,2,P14089,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P14530,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P14749,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
baseline_esm2,2,P14781,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P15167,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P15471,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
baseline_esm2,2,P15490,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P15566,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P15819,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
baseline_esm2,2,P16014,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4
baseline_esm2,2,P16094,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P16231,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P16291,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
baseline_esm2,2,P16292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseline_esm2,2,P16293,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
