model,fold,protein,task,length,lbin,genus,new,matched
baseline_esm2,2,O13692,propep,25,25-29,Schizosaccharomyces,False,1
baseline_esm2,2,O15130,pep,11,10-14,Homo,False,1
baseline_esm2,2,O15130,pep,18,15-19,Homo,False,0
baseline_esm2,2,O15130,propep,45,45-50,Homo,False,0
baseline_esm2,2,O15130,propep,14,10-14,Homo,False,0
baseline_esm2,2,O18494,pep,31,30-34,Styela,False,0
baseline_esm2,2,O18494,propep,26,25-29,Styela,False,0
baseline_esm2,2,O18495,pep,32,30-34,Styela,False,0
baseline_esm2,2,O18495,propep,26,25-29,Styela,False,0
baseline_esm2,2,O18496,pep,32,30-34,Styela,False,0
baseline_esm2,2,O18496,propep,26,25-29,Styela,False,0
baseline_esm2,2,O24565,pep,12,10-14,Zea,False,1
baseline_esm2,2,O24567,pep,12,10-14,Zea,False,1
baseline_esm2,2,O24572,pep,12,10-14,Zea,True,1
baseline_esm2,2,O24602,pep,12,10-14,Zea,False,1
baseline_esm2,2,O24618,pep,12,10-14,Zea,False,1
baseline_esm2,2,O31840,pep,5,5-9,Bacillus,True,1
baseline_esm2,2,O31840,propep,34,30-34,Bacillus,True,0
baseline_esm2,2,O32025,pep,5,5-9,Bacillus,True,0
baseline_esm2,2,O32025,propep,30,30-34,Bacillus,True,0
baseline_esm2,2,O32025,propep,9,5-9,Bacillus,True,0
baseline_esm2,2,O32295,pep,5,5-9,Bacillus,True,0
baseline_esm2,2,O32295,propep,33,30-34,Bacillus,True,0
baseline_esm2,2,O32389,propep,26,25-29,Porphyromonas,False,1
baseline_esm2,2,O35314,pep,11,10-14,Rattus,False,0
baseline_esm2,2,O35397,propep,5,5-9,Rattus,False,0
baseline_esm2,2,O35397,propep,14,10-14,Rattus,False,1
baseline_esm2,2,O44185,pep,15,15-19,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,0
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,0
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,10,10-14,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,9,5-9,Caenorhabditis,False,1
baseline_esm2,2,O44185,pep,9,5-9,Caenorhabditis,False,1
baseline_esm2,2,O44185,propep,26,25-29,Caenorhabditis,False,0
baseline_esm2,2,O44516,propep,19,15-19,Caenorhabditis,False,1
baseline_esm2,2,O48915,propep,24,20-24,Arabidopsis,False,1
baseline_esm2,2,O49644,propep,25,25-29,Arabidopsis,False,1
baseline_esm2,2,O49645,propep,25,25-29,Arabidopsis,False,1
baseline_esm2,2,O57413,propep,18,15-19,Protobothrops,False,0
baseline_esm2,2,O60087,propep,12,10-14,Schizosaccharomyces,False,1
baseline_esm2,2,O64864,propep,28,25-29,Arabidopsis,False,1
baseline_esm2,2,O64865,propep,28,25-29,Arabidopsis,False,1
baseline_esm2,2,O73795,propep,16,15-19,Gloydius,False,0
baseline_esm2,2,O75003,propep,25,25-29,Grifola,False,0
baseline_esm2,2,O77256,pep,10,10-14,Conus,False,0
baseline_esm2,2,O77256,propep,22,20-24,Conus,False,0
baseline_esm2,2,O78504,propep,8,5-9,Guillardia,False,0
baseline_esm2,2,O82081,propep,24,20-24,Arabidopsis,False,1
baseline_esm2,2,O82549,propep,36,35-39,Brassica,False,0
baseline_esm2,2,O88947,propep,20,20-24,Mus,False,1
baseline_esm2,2,O88947,propep,48,45-50,Mus,False,0
baseline_esm2,2,O89094,propep,12,10-14,Mus,False,0
baseline_esm2,2,O95831,propep,47,45-50,Homo,False,0
baseline_esm2,2,O95980,propep,29,25-29,Homo,False,1
baseline_esm2,2,O96447,propep,14,10-14,Lumbricus,False,0
baseline_esm2,2,O96812,propep,7,5-9,Skeletonema,False,0
baseline_esm2,2,P00740,propep,18,15-19,Homo,False,1
baseline_esm2,2,P00740,propep,35,35-39,Homo,False,0
baseline_esm2,2,P00741,propep,18,15-19,Bos,False,1
baseline_esm2,2,P00741,propep,35,35-39,Bos,False,0
baseline_esm2,2,P00742,propep,9,5-9,Homo,False,0
baseline_esm2,2,P00745,pep,14,10-14,Bos,True,0
baseline_esm2,2,P00745,propep,24,20-24,Bos,True,1
baseline_esm2,2,P00750,propep,10,10-14,Homo,False,1
baseline_esm2,2,P01068,pep,11,10-14,Ananas,False,0
baseline_esm2,2,P01068,pep,41,40-44,Ananas,False,1
baseline_esm2,2,P01068,pep,11,10-14,Ananas,False,0
baseline_esm2,2,P01068,pep,41,40-44,Ananas,False,1
baseline_esm2,2,P01068,pep,11,10-14,Ananas,False,0
baseline_esm2,2,P01068,pep,41,40-44,Ananas,False,1
baseline_esm2,2,P01068,propep,5,5-9,Ananas,False,0
baseline_esm2,2,P01068,propep,19,15-19,Ananas,False,0
baseline_esm2,2,P01068,propep,5,5-9,Ananas,False,0
baseline_esm2,2,P01068,propep,19,15-19,Ananas,False,0
baseline_esm2,2,P01068,propep,5,5-9,Ananas,False,0
baseline_esm2,2,P01068,propep,18,15-19,Ananas,False,1
baseline_esm2,2,P01156,pep,6,5-9,Bos,False,1
baseline_esm2,2,P01156,pep,13,10-14,Bos,False,1
baseline_esm2,2,P01156,pep,5,5-9,Bos,False,1
baseline_esm2,2,P01252,pep,28,25-29,Bos,False,0
baseline_esm2,2,P01344,pep,34,30-34,Homo,False,0
baseline_esm2,2,P01346,pep,34,30-34,Rattus,False,0
baseline_esm2,2,P01357,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P01357,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P01357,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P01357,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P01357,propep,46,45-50,Xenopus,False,0
baseline_esm2,2,P01357,propep,5,5-9,Xenopus,False,1
baseline_esm2,2,P01358,pep,9,5-9,Homo,False,1
baseline_esm2,2,P01501,pep,26,25-29,Apis,False,0
baseline_esm2,2,P01501,propep,22,20-24,Apis,False,1
baseline_esm2,2,P01579,propep,5,5-9,Homo,False,0
baseline_esm2,2,P02545,propep,15,15-19,Homo,False,0
baseline_esm2,2,P02674,pep,6,5-9,Petromyzon,True,0
baseline_esm2,2,P02681,pep,28,25-29,Tachypleus,False,0
baseline_esm2,2,P02876,propep,15,15-19,Triticum,False,1
baseline_esm2,2,P03997,pep,28,25-29,Carcinoscorpius,False,0
baseline_esm2,2,P03998,pep,28,25-29,Limulus,False,0
baseline_esm2,2,P04002,propep,21,20-24,Pseudopleuronectes,False,1
baseline_esm2,2,P04070,pep,12,10-14,Homo,False,0
baseline_esm2,2,P04070,propep,24,20-24,Homo,False,1
baseline_esm2,2,P04124,propep,13,10-14,Blastochloris,False,0
baseline_esm2,2,P05017,propep,35,35-39,Mus,False,0
baseline_esm2,2,P05019,propep,27,25-29,Homo,False,0
baseline_esm2,2,P05060,pep,11,10-14,Homo,False,0
baseline_esm2,2,P05118,propep,13,10-14,Solanum,False,0
baseline_esm2,2,P05222,pep,10,10-14,Xenopus,False,0
baseline_esm2,2,P05222,propep,5,5-9,Xenopus,False,0
baseline_esm2,2,P05224,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05224,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05224,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05224,propep,46,45-50,Xenopus,False,0
baseline_esm2,2,P05224,propep,5,5-9,Xenopus,False,1
baseline_esm2,2,P05225,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,P05225,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,P05225,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,P05225,pep,10,10-14,Xenopus,True,1
baseline_esm2,2,P05225,propep,22,20-24,Xenopus,True,0
baseline_esm2,2,P05226,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05226,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05226,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05226,pep,10,10-14,Xenopus,False,1
baseline_esm2,2,P05226,propep,47,45-50,Xenopus,False,0
baseline_esm2,2,P05226,propep,5,5-9,Xenopus,False,1
baseline_esm2,2,P06302,pep,28,25-29,Rattus,False,0
baseline_esm2,2,P06454,pep,28,25-29,Homo,False,0
baseline_esm2,2,P06731,propep,26,25-29,Homo,False,0
baseline_esm2,2,P07095,propep,8,5-9,Petromyzon,False,1
baseline_esm2,2,P07455,propep,35,35-39,Bos,False,0
baseline_esm2,2,P07456,pep,34,30-34,Bos,False,0
baseline_esm2,2,P07835,propep,18,15-19,Pseudopleuronectes,False,0
baseline_esm2,2,P07907,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,P07907,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,P07907,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,P07907,pep,11,10-14,Rhodotorula,False,0
baseline_esm2,2,P08025,propep,35,35-39,Rattus,False,0
baseline_esm2,2,P08454,propep,13,10-14,Solanum,False,0
baseline_esm2,2,P08459,propep,27,25-29,Saccharomyces,False,1
baseline_esm2,2,P08709,propep,40,40-44,Homo,False,1
baseline_esm2,2,P09031,propep,25,25-29,Myzopsetta,False,0
baseline_esm2,2,P09166,propep,47,45-50,Aeromonas,False,0
baseline_esm2,2,P09167,propep,48,45-50,Aeromonas,False,0
baseline_esm2,2,P09535,pep,34,30-34,Mus,False,0
baseline_esm2,2,P09598,propep,14,10-14,Bacillus,False,1
baseline_esm2,2,P09989,propep,19,15-19,Trichosanthes,False,0
baseline_esm2,2,P0C0P5,pep,20,20-24,Bos,False,0
baseline_esm2,2,P0C0P5,propep,44,40-44,Bos,False,1
baseline_esm2,2,P0C0P6,pep,20,20-24,Homo,False,0
baseline_esm2,2,P0C0P6,propep,44,40-44,Homo,False,0
baseline_esm2,2,P0C0P7,pep,20,20-24,Rattus,False,0
baseline_esm2,2,P0C0P7,propep,46,45-50,Rattus,False,0
baseline_esm2,2,P0C0P8,pep,20,20-24,Mus,False,0
baseline_esm2,2,P0C0P8,propep,46,45-50,Mus,False,0
baseline_esm2,2,P0C1V9,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0C1V9,propep,25,25-29,Conus,False,1
baseline_esm2,2,P0C1W0,pep,16,15-19,Conus,False,0
baseline_esm2,2,P0C1W0,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0C1X1,pep,36,35-39,Conus,False,0
baseline_esm2,2,P0C1X1,propep,17,15-19,Conus,False,0
baseline_esm2,2,P0C1X1,propep,5,5-9,Conus,False,1
baseline_esm2,2,P0C1Y2,pep,13,10-14,Conus,False,1
baseline_esm2,2,P0C1Y2,propep,30,30-34,Conus,False,1
baseline_esm2,2,P0C252,propep,5,5-9,Conus,True,1
baseline_esm2,2,P0C254,propep,10,10-14,Conus,False,1
baseline_esm2,2,P0C255,propep,10,10-14,Conus,True,0
baseline_esm2,2,P0C2B0,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C2B0,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0C2B1,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C2B1,propep,24,20-24,Conus,False,1
baseline_esm2,2,P0C2F3,pep,10,10-14,Tityus,True,0
baseline_esm2,2,P0C2S9,propep,21,20-24,Phoneutria,True,1
baseline_esm2,2,P0C408,propep,24,20-24,Oryza,False,0
baseline_esm2,2,P0C409,propep,24,20-24,Oryza,False,0
baseline_esm2,2,P0C410,propep,24,20-24,Oryza,False,0
baseline_esm2,2,P0C636,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C636,propep,29,25-29,Conus,False,1
baseline_esm2,2,P0C637,pep,11,10-14,Conus,False,1
baseline_esm2,2,P0C637,propep,30,30-34,Conus,False,1
baseline_esm2,2,P0C638,pep,11,10-14,Conus,False,1
baseline_esm2,2,P0C638,propep,28,25-29,Conus,False,1
baseline_esm2,2,P0C639,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C639,propep,28,25-29,Conus,False,1
baseline_esm2,2,P0C640,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0C640,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0C666,pep,14,10-14,Conus,False,0
baseline_esm2,2,P0C666,propep,37,35-39,Conus,False,0
baseline_esm2,2,P0C667,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C667,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0C668,pep,11,10-14,Conus,False,1
baseline_esm2,2,P0C668,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0C670,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0C670,propep,28,25-29,Conus,False,1
baseline_esm2,2,P0C6E4,propep,16,15-19,Protobothrops,False,0
baseline_esm2,2,P0C6E8,propep,16,15-19,Craspedocephalus,True,0
baseline_esm2,2,P0C7S9,propep,33,30-34,Aspergillus,False,1
baseline_esm2,2,P0C828,pep,30,30-34,Conus,False,0
baseline_esm2,2,P0C828,propep,17,15-19,Conus,False,0
baseline_esm2,2,P0C829,pep,37,35-39,Conus,False,0
baseline_esm2,2,P0C829,propep,17,15-19,Conus,False,1
baseline_esm2,2,P0C829,propep,5,5-9,Conus,False,0
baseline_esm2,2,P0C8P8,pep,17,15-19,Streptomyces,False,1
baseline_esm2,2,P0C8P9,pep,14,10-14,Streptomyces,False,1
baseline_esm2,2,P0C8P9,propep,42,40-44,Streptomyces,False,1
baseline_esm2,2,P0C8R2,pep,19,15-19,Conus,True,0
baseline_esm2,2,P0C8U4,pep,15,15-19,Conus,False,1
baseline_esm2,2,P0C8U4,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0C8U6,pep,20,20-24,Conus,False,1
baseline_esm2,2,P0C8U6,propep,22,20-24,Conus,False,1
baseline_esm2,2,P0C8U7,pep,20,20-24,Conus,False,1
baseline_esm2,2,P0C8U7,propep,22,20-24,Conus,False,1
baseline_esm2,2,P0C8U8,pep,42,40-44,Conus,False,0
baseline_esm2,2,P0C8U8,propep,19,15-19,Conus,False,0
baseline_esm2,2,P0C8U9,pep,42,40-44,Conus,False,0
baseline_esm2,2,P0C8U9,propep,19,15-19,Conus,False,1
baseline_esm2,2,P0C8V0,pep,23,20-24,Conus,False,1
baseline_esm2,2,P0C8V0,propep,18,15-19,Conus,False,1
baseline_esm2,2,P0C8W1,pep,13,10-14,Hoffmannihadrurus,False,1
baseline_esm2,2,P0C8W1,propep,32,30-34,Hoffmannihadrurus,False,1
baseline_esm2,2,P0C8W2,pep,10,10-14,Hoffmannihadrurus,False,1
baseline_esm2,2,P0C8W2,propep,32,30-34,Hoffmannihadrurus,False,1
baseline_esm2,2,P0C901,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0C901,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0C940,propep,28,25-29,Porphyromonas,False,1
baseline_esm2,2,P0C954,propep,24,20-24,Aspergillus,False,1
baseline_esm2,2,P0C955,propep,32,30-34,Aspergillus,False,1
baseline_esm2,2,P0C956,propep,29,25-29,Aspergillus,False,0
baseline_esm2,2,P0CAQ2,pep,36,35-39,Conus,True,0
baseline_esm2,2,P0CAQ2,propep,5,5-9,Conus,True,0
baseline_esm2,2,P0CAQ3,pep,37,35-39,Conus,True,0
baseline_esm2,2,P0CAQ3,propep,5,5-9,Conus,True,0
baseline_esm2,2,P0CAQ5,pep,15,15-19,Conus,False,1
baseline_esm2,2,P0CAQ5,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0CAQ6,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0CAQ6,propep,23,20-24,Conus,False,1
baseline_esm2,2,P0CAQ7,pep,17,15-19,Conus,True,0
baseline_esm2,2,P0CAQ8,pep,17,15-19,Conus,True,0
baseline_esm2,2,P0CAQ9,pep,17,15-19,Conus,True,0
baseline_esm2,2,P0CAZ2,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ3,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ4,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ5,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ6,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ7,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CAZ8,propep,40,40-44,Lachesana,True,1
baseline_esm2,2,P0CAZ9,propep,40,40-44,Lachesana,False,1
baseline_esm2,2,P0CB07,pep,17,15-19,Conus,False,1
baseline_esm2,2,P0CB07,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0CB08,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0CB08,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0CB12,pep,17,15-19,Conus,False,1
baseline_esm2,2,P0CB12,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0CB14,propep,26,25-29,Calloselasma,False,0
baseline_esm2,2,P0CE73,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0CE73,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0CE75,pep,37,35-39,Conus,False,0
baseline_esm2,2,P0CE75,propep,17,15-19,Conus,False,1
baseline_esm2,2,P0CE75,propep,5,5-9,Conus,False,0
baseline_esm2,2,P0CE76,pep,37,35-39,Conus,False,0
baseline_esm2,2,P0CE76,propep,17,15-19,Conus,False,1
baseline_esm2,2,P0CE76,propep,5,5-9,Conus,False,0
baseline_esm2,2,P0CE79,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,P0CE80,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,P0CE81,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,P0CE82,propep,8,5-9,Loxosceles,True,1
baseline_esm2,2,P0CE83,propep,8,5-9,Loxosceles,False,1
baseline_esm2,2,P0CH50,pep,31,30-34,Chilobrachys,False,1
baseline_esm2,2,P0CI13,propep,32,30-34,Iotyrris,False,0
baseline_esm2,2,P0CI49,propep,8,5-9,Lychas,False,0
baseline_esm2,2,P0CY75,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0CY75,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0CY76,pep,15,15-19,Conus,True,1
baseline_esm2,2,P0CY77,pep,16,15-19,Conus,True,0
baseline_esm2,2,P0CY78,pep,33,30-34,Conus,False,0
baseline_esm2,2,P0CY78,propep,16,15-19,Conus,False,0
baseline_esm2,2,P0CY80,pep,26,25-29,Conus,False,1
baseline_esm2,2,P0CY80,propep,23,20-24,Conus,False,1
baseline_esm2,2,P0CY81,pep,22,20-24,Conus,True,1
baseline_esm2,2,P0CY81,propep,27,25-29,Conus,True,1
baseline_esm2,2,P0CY82,pep,36,35-39,Conus,True,0
baseline_esm2,2,P0CY82,propep,5,5-9,Conus,True,0
baseline_esm2,2,P0CY86,pep,15,15-19,Conus,False,1
baseline_esm2,2,P0CY86,propep,26,25-29,Conus,False,1
baseline_esm2,2,P0DJ02,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DJ02,propep,29,25-29,Heterometrus,False,1
baseline_esm2,2,P0DJ03,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DJ03,propep,31,30-34,Heterometrus,False,1
baseline_esm2,2,P0DJO3,pep,14,10-14,Scorpiops,False,1
baseline_esm2,2,P0DJO3,propep,34,30-34,Scorpiops,False,1
baseline_esm2,2,P0DJO4,pep,14,10-14,Scorpiops,False,1
baseline_esm2,2,P0DJO4,propep,29,25-29,Scorpiops,False,1
baseline_esm2,2,P0DKM1,propep,13,10-14,Conus,False,0
baseline_esm2,2,P0DKN0,propep,8,5-9,Iotyrris,False,1
baseline_esm2,2,P0DKP4,pep,21,20-24,Iotyrris,False,0
baseline_esm2,2,P0DKP4,pep,29,25-29,Iotyrris,False,0
baseline_esm2,2,P0DKP4,pep,28,25-29,Iotyrris,False,0
baseline_esm2,2,P0DKP4,pep,21,20-24,Iotyrris,False,1
baseline_esm2,2,P0DKP6,pep,12,10-14,Conus,False,1
baseline_esm2,2,P0DKP6,propep,28,25-29,Conus,False,1
baseline_esm2,2,P0DKP8,pep,12,10-14,Conus,True,1
baseline_esm2,2,P0DKP8,propep,28,25-29,Conus,True,0
baseline_esm2,2,P0DM21,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0DM21,propep,23,20-24,Conus,False,1
baseline_esm2,2,P0DM23,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0DM23,propep,23,20-24,Conus,False,1
baseline_esm2,2,P0DM26,pep,20,20-24,Conus,False,0
baseline_esm2,2,P0DM26,propep,7,5-9,Conus,False,0
baseline_esm2,2,P0DM26,propep,16,15-19,Conus,False,0
baseline_esm2,2,P0DME6,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DME6,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,P0DME7,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DME7,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,P0DME8,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DME8,propep,28,25-29,Heterometrus,False,1
baseline_esm2,2,P0DME9,pep,13,10-14,Heterometrus,False,1
baseline_esm2,2,P0DME9,propep,29,25-29,Heterometrus,False,1
baseline_esm2,2,P0DMF1,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,P0DMF4,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,P0DMF4,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,P0DMF5,pep,15,15-19,Chaerilus,False,1
baseline_esm2,2,P0DMF5,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,P0DMF6,pep,10,10-14,Chaerilus,False,1
baseline_esm2,2,P0DMF6,propep,31,30-34,Chaerilus,False,1
baseline_esm2,2,P0DMF7,pep,14,10-14,Chaerilus,False,1
baseline_esm2,2,P0DMF7,propep,34,30-34,Chaerilus,False,1
baseline_esm2,2,P0DMF9,pep,14,10-14,Chaerilus,False,1
baseline_esm2,2,P0DMF9,propep,25,25-29,Chaerilus,False,0
baseline_esm2,2,P0DMZ2,pep,30,30-34,Dofleinia,False,1
baseline_esm2,2,P0DMZ8,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ8,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ8,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ8,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ8,propep,8,5-9,Anemonia,False,1
baseline_esm2,2,P0DMZ9,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ9,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ9,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ9,pep,29,25-29,Anemonia,False,1
baseline_esm2,2,P0DMZ9,propep,8,5-9,Anemonia,False,1
baseline_esm2,2,P0DN46,pep,24,20-24,Terebra,False,1
baseline_esm2,2,P0DN46,propep,17,15-19,Terebra,False,1
baseline_esm2,2,P0DN47,pep,22,20-24,Terebra,False,1
baseline_esm2,2,P0DN47,propep,19,15-19,Terebra,False,1
baseline_esm2,2,P0DOZ7,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0DOZ7,propep,6,5-9,Conus,False,1
baseline_esm2,2,P0DOZ7,propep,15,15-19,Conus,False,1
baseline_esm2,2,P0DPE6,propep,24,20-24,Epiactis,False,1
baseline_esm2,2,P0DPL8,pep,14,10-14,Conus,False,1
baseline_esm2,2,P0DPL8,propep,25,25-29,Conus,False,1
baseline_esm2,2,P0DPL9,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0DPL9,propep,22,20-24,Conus,False,1
baseline_esm2,2,P0DPM0,pep,14,10-14,Conus,False,0
baseline_esm2,2,P0DPM0,propep,26,25-29,Conus,False,0
baseline_esm2,2,P0DPM1,pep,16,15-19,Conus,False,1
baseline_esm2,2,P0DPM1,propep,27,25-29,Conus,False,1
baseline_esm2,2,P0DPT2,pep,16,15-19,Conus,True,0
baseline_esm2,2,P0DQJ4,propep,24,20-24,Acanthoscurria,False,1
baseline_esm2,2,P0DQP3,propep,17,15-19,Dendrocnide,False,1
baseline_esm2,2,P0DQP4,propep,17,15-19,Dendrocnide,False,1
baseline_esm2,2,P0DQR6,propep,10,10-14,Nematostella,False,1
baseline_esm2,2,P0DRD0,pep,24,20-24,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD0,propep,37,35-39,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD1,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD1,propep,39,35-39,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD2,pep,22,20-24,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD2,propep,36,35-39,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD4,pep,27,25-29,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD4,propep,10,10-14,Pogonomyrmex,True,0
baseline_esm2,2,P0DRD5,pep,29,25-29,Pogonomyrmex,True,1
baseline_esm2,2,P0DRD5,propep,12,10-14,Pogonomyrmex,True,1
baseline_esm2,2,P0DRH5,pep,13,10-14,Mesomexovis,True,1
baseline_esm2,2,P0DRH5,propep,32,30-34,Mesomexovis,True,1
baseline_esm2,2,P0DRH6,pep,16,15-19,Mesomexovis,True,1
baseline_esm2,2,P0DRH6,propep,32,30-34,Mesomexovis,True,1
baseline_esm2,2,P0DRH7,pep,28,25-29,Aulactinia,True,1
baseline_esm2,2,P0DRH7,propep,18,15-19,Aulactinia,True,1
baseline_esm2,2,P0DRH9,propep,21,20-24,Exaiptasia,True,0
baseline_esm2,2,P0DRH9,propep,29,25-29,Exaiptasia,True,1
baseline_esm2,2,P0DRI0,propep,20,20-24,Exaiptasia,True,0
baseline_esm2,2,P0DRI0,propep,26,25-29,Exaiptasia,True,1
baseline_esm2,2,P0DRI1,propep,16,15-19,Exaiptasia,True,0
baseline_esm2,2,P0DRI1,propep,31,30-34,Exaiptasia,True,1
baseline_esm2,2,P0DRI3,propep,15,15-19,Exaiptasia,True,1
baseline_esm2,2,P0DSI4,pep,13,10-14,Tetramorium,False,0
baseline_esm2,2,P0DSI4,propep,14,10-14,Tetramorium,False,0
baseline_esm2,2,P0DSI5,pep,18,15-19,Tetramorium,False,1
baseline_esm2,2,P0DSI5,propep,10,10-14,Tetramorium,False,1
baseline_esm2,2,P0DSI6,pep,16,15-19,Tetramorium,False,1
baseline_esm2,2,P0DSI6,propep,12,10-14,Tetramorium,False,1
baseline_esm2,2,P0DSJ4,propep,26,25-29,Myrmecia,False,0
baseline_esm2,2,P0DSJ5,propep,24,20-24,Myrmecia,False,0
baseline_esm2,2,P0DSJ8,pep,21,20-24,Myrmecia,False,0
baseline_esm2,2,P0DSJ8,propep,17,15-19,Myrmecia,False,0
baseline_esm2,2,P0DSJ9,pep,21,20-24,Myrmecia,False,1
baseline_esm2,2,P0DSJ9,propep,17,15-19,Myrmecia,False,0
baseline_esm2,2,P0DSK1,pep,13,10-14,Myrmecia,False,1
baseline_esm2,2,P0DSK1,propep,13,10-14,Myrmecia,False,0
baseline_esm2,2,P0DSK4,propep,33,30-34,Myrmecia,False,0
baseline_esm2,2,P0DUG2,propep,48,45-50,Acropora,False,1
baseline_esm2,2,P0DUJ5,pep,21,20-24,Pterois,False,0
baseline_esm2,2,P0DUJ5,propep,23,20-24,Pterois,False,0
baseline_esm2,2,P0DUQ4,pep,18,15-19,Conus,False,1
baseline_esm2,2,P0DUQ4,propep,6,5-9,Conus,False,0
baseline_esm2,2,P0DUQ4,propep,15,15-19,Conus,False,1
baseline_esm2,2,P0DUQ8,propep,8,5-9,Conus,False,0
