model,fold,protein,task,length,m3
adapter256,5,P09040,propep,26,0
adapter256,5,P09242,propep,23,1
adapter256,5,P09475,pep,37,1
adapter256,5,P09475,pep,30,0
adapter256,5,P09487,propep,25,1
adapter256,5,P09681,pep,42,0
adapter256,5,P09681,propep,29,1
adapter256,5,P09805,propep,12,1
adapter256,5,P09923,propep,25,1
adapter256,5,P09971,pep,24,0
adapter256,5,P09971,pep,7,1
adapter256,5,P09971,pep,17,1
adapter256,5,P09971,pep,34,0
adapter256,5,P09971,pep,8,1
adapter256,5,P09971,propep,44,1
adapter256,5,P09971,propep,22,1
adapter256,5,P0A312,propep,21,1
adapter256,5,P0A313,propep,21,1
adapter256,5,P0C1T5,pep,23,1
adapter256,5,P0C249,pep,7,1
adapter256,5,P0C2S8,propep,13,1
adapter256,5,P0C2X7,pep,34,1
adapter256,5,P0C2X7,propep,8,1
adapter256,5,P0C5X7,pep,29,1
adapter256,5,P0C5X7,propep,32,1
adapter256,5,P0C8S6,pep,22,1
adapter256,5,P0C957,propep,24,1
adapter256,5,P0C958,propep,24,1
adapter256,5,P0CG54,propep,7,1
adapter256,5,P0CH28,propep,6,1
adapter256,5,P0CH56,pep,34,1
adapter256,5,P0CH56,propep,29,1
adapter256,5,P0CH70,pep,34,1
adapter256,5,P0CI88,propep,10,0
adapter256,5,P0CS83,propep,38,1
adapter256,5,P0CS93,propep,17,0
adapter256,5,P0CW02,propep,22,0
adapter256,5,P0CW03,propep,22,0
adapter256,5,P0CY26,propep,32,1
adapter256,5,P0CY27,propep,32,1
adapter256,5,P0CY28,propep,40,1
adapter256,5,P0CY29,propep,40,1
adapter256,5,P0DE28,propep,9,1
adapter256,5,P0DE29,propep,9,1
adapter256,5,P0DJ06,propep,38,1
adapter256,5,P0DJ95,pep,27,1
adapter256,5,P0DJI8,propep,28,0
adapter256,5,P0DKL3,propep,9,0
adapter256,5,P0DKM3,propep,25,0
adapter256,5,P0DKN1,propep,17,0
adapter256,5,P0DL57,propep,30,1
adapter256,5,P0DL58,propep,28,1
adapter256,5,P0DL58,propep,5,0
adapter256,5,P0DM55,propep,6,0
adapter256,5,P0DM67,propep,8,1
adapter256,5,P0DM68,pep,29,1
adapter256,5,P0DM68,propep,29,1
adapter256,5,P0DMD7,propep,6,1
adapter256,5,P0DMD7,propep,14,0
adapter256,5,P0DMG0,pep,11,1
adapter256,5,P0DMG0,propep,34,0
adapter256,5,P0DN01,propep,19,1
adapter256,5,P0DN03,propep,18,1
adapter256,5,P0DN04,propep,22,1
adapter256,5,P0DN98,pep,15,1
adapter256,5,P0DP14,pep,7,1
adapter256,5,P0DP55,pep,36,1
adapter256,5,P0DP55,pep,32,0
adapter256,5,P0DPU4,propep,11,0
adapter256,5,P0DQA3,propep,9,0
adapter256,5,P0DQA4,propep,9,0
adapter256,5,P0DQA5,propep,16,1
adapter256,5,P0DRB9,propep,21,1
adapter256,5,P0DRC4,propep,5,0
adapter256,5,P0DRI2,propep,15,0
adapter256,5,P0DRI2,propep,21,0
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,pep,25,1
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,pep,18,1
adapter256,5,P0DRJ4,propep,37,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DRJ4,propep,15,1
adapter256,5,P0DTJ9,pep,17,1
adapter256,5,P0DTJ9,propep,39,1
adapter256,5,P0DUT2,pep,31,1
adapter256,5,P0DUT2,pep,31,1
adapter256,5,P0DUT2,pep,31,1
adapter256,5,P0DUT2,propep,8,1
adapter256,5,P0DUT2,propep,15,0
adapter256,5,P0DUT2,propep,15,0
adapter256,5,P0DUT6,pep,11,1
adapter256,5,P0DUT6,pep,10,1
adapter256,5,P0DUT6,pep,13,1
adapter256,5,P0DUT6,propep,5,0
adapter256,5,P0DUT6,propep,5,0
adapter256,5,P0DY21,propep,26,1
adapter256,5,P10082,pep,36,1
adapter256,5,P10082,propep,30,1
adapter256,5,P10419,propep,8,1
adapter256,5,P10419,propep,8,1
adapter256,5,P10419,propep,8,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,21,1
adapter256,5,P10552,pep,6,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,7,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,7,1
adapter256,5,P10552,pep,9,1
adapter256,5,P10552,pep,8,1
adapter256,5,P10552,propep,6,1
adapter256,5,P10601,pep,36,1
adapter256,5,P10601,pep,32,1
adapter256,5,P10631,pep,36,1
adapter256,5,P10631,propep,31,0
adapter256,5,P10674,propep,27,1
adapter256,5,P10675,propep,31,1
adapter256,5,P10696,propep,29,1
adapter256,5,P10960,propep,43,1
adapter256,5,P10960,propep,36,1
adapter256,5,P10960,propep,38,0
adapter256,5,P11159,pep,24,0
adapter256,5,P11159,pep,7,1
adapter256,5,P11159,pep,18,1
adapter256,5,P11159,pep,33,0
adapter256,5,P11159,pep,8,1
adapter256,5,P11159,propep,44,1
adapter256,5,P11159,propep,23,1
adapter256,5,P11184,pep,32,1
adapter256,5,P11184,pep,22,1
adapter256,5,P11185,pep,32,0
adapter256,5,P11185,pep,22,0
adapter256,5,P11952,pep,40,0
adapter256,5,P11952,pep,24,0
adapter256,5,P11953,pep,30,0
adapter256,5,P11953,pep,24,0
adapter256,5,P12661,propep,5,0
adapter256,5,P12872,pep,22,1
adapter256,5,P12961,pep,13,0
adapter256,5,P13083,pep,36,1
adapter256,5,P13589,pep,48,1
adapter256,5,P13589,pep,38,1
adapter256,5,P14138,pep,21,1
adapter256,5,P14608,propep,20,0
adapter256,5,P14765,pep,36,1
adapter256,5,P14765,pep,30,1
adapter256,5,P14894,propep,15,0
adapter256,5,P14894,propep,9,0
adapter256,5,P14904,propep,45,0
adapter256,5,P15369,propep,34,1
adapter256,5,P15411,pep,28,1
adapter256,5,P15411,pep,20,1
adapter256,5,P15411,propep,19,1
adapter256,5,P15513,pep,8,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,pep,7,1
adapter256,5,P15513,propep,32,1
adapter256,5,P15513,propep,25,1
adapter256,5,P15513,propep,6,1
adapter256,5,P15693,propep,29,1
adapter256,5,P15797,propep,22,0
adapter256,5,P16404,propep,13,0
adapter256,5,P16613,pep,48,1
adapter256,5,P16613,pep,38,1
adapter256,5,P17118,propep,13,0
adapter256,5,P17681,pep,26,0
adapter256,5,P17681,pep,12,0
adapter256,5,P17681,pep,43,0
adapter256,5,P18509,pep,48,0
adapter256,5,P18509,pep,38,1
adapter256,5,P18844,pep,10,0
adapter256,5,P19111,propep,27,1
adapter256,5,P19260,propep,26,1
adapter256,5,P19425,pep,10,0
adapter256,5,P19599,propep,26,0
adapter256,5,P19660,pep,43,1
adapter256,5,P19707,propep,18,0
adapter256,5,P19708,propep,18,0
adapter256,5,P19884,pep,29,1
adapter256,5,P19884,pep,24,1
adapter256,5,P19971,propep,10,0
adapter256,5,P19998,pep,21,0
adapter256,5,P20481,pep,12,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,0
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,10,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,11,1
adapter256,5,P20481,pep,14,0
adapter256,5,P20481,propep,37,0
adapter256,5,P20481,propep,11,0
adapter256,5,P20948,propep,19,1
adapter256,5,P21591,pep,14,1
adapter256,5,P21591,propep,15,1
adapter256,5,P22226,pep,12,0
adapter256,5,P22287,pep,28,0
adapter256,5,P22287,propep,12,1
adapter256,5,P22304,propep,8,1
adapter256,5,P22969,pep,28,1
adapter256,5,P22969,pep,20,1
adapter256,5,P23431,propep,17,0
adapter256,5,P23535,propep,32,1
adapter256,5,P23546,propep,22,0
adapter256,5,P24665,propep,41,1
adapter256,5,P24665,propep,11,0
adapter256,5,P24822,propep,31,1
adapter256,5,P24823,propep,27,1
adapter256,5,P26329,propep,23,1
adapter256,5,P26334,propep,23,1
adapter256,5,P26335,propep,17,0
adapter256,5,P26727,pep,28,1
adapter256,5,P26727,pep,20,1
adapter256,5,P26727,propep,21,0
adapter256,5,P26731,pep,28,1
adapter256,5,P26731,pep,20,1
adapter256,5,P26731,propep,19,0
adapter256,5,P26733,pep,26,1
adapter256,5,P26733,pep,21,1
adapter256,5,P26733,propep,19,1
adapter256,5,P26734,pep,26,1
adapter256,5,P26734,pep,21,1
adapter256,5,P26734,propep,19,1
adapter256,5,P26735,pep,25,1
adapter256,5,P26735,pep,26,1
adapter256,5,P26735,propep,21,1
adapter256,5,P26736,pep,27,1
adapter256,5,P26736,pep,20,1
adapter256,5,P26736,propep,21,1
adapter256,5,P26737,pep,26,1
adapter256,5,P26737,pep,21,1
adapter256,5,P26737,propep,19,1
adapter256,5,P26738,pep,26,1
adapter256,5,P26738,pep,21,1
adapter256,5,P26738,propep,19,1
adapter256,5,P26739,pep,26,1
adapter256,5,P26739,pep,24,1
adapter256,5,P26739,propep,16,0
adapter256,5,P26740,pep,26,1
adapter256,5,P26740,pep,21,1
adapter256,5,P26740,propep,19,1
adapter256,5,P26741,pep,26,1
adapter256,5,P26741,pep,21,1
adapter256,5,P26741,propep,19,1
adapter256,5,P26742,pep,26,1
adapter256,5,P26742,pep,21,1
adapter256,5,P26742,propep,19,1
adapter256,5,P26743,pep,26,1
adapter256,5,P26743,pep,24,1
adapter256,5,P26743,propep,16,0
adapter256,5,P26779,propep,43,1
adapter256,5,P26779,propep,36,1
adapter256,5,P26779,propep,14,1
adapter256,5,P26779,propep,38,0
adapter256,5,P27114,pep,22,1
adapter256,5,P27666,propep,22,0
adapter256,5,P27682,pep,13,0
adapter256,5,P28672,pep,36,1
adapter256,5,P28672,pep,29,0
adapter256,5,P28673,pep,36,1
adapter256,5,P28673,pep,30,1
adapter256,5,P28674,pep,36,1
adapter256,5,P28674,pep,31,0
adapter256,5,P28800,propep,18,0
adapter256,5,P28825,propep,44,1
adapter256,5,P28826,propep,44,1
adapter256,5,P29425,propep,17,1
adapter256,5,P29519,pep,26,1
adapter256,5,P29519,pep,21,1
adapter256,5,P29519,propep,19,1
adapter256,5,P29523,propep,26,1
adapter256,5,P32089,propep,13,0
adapter256,5,P32194,pep,18,1
adapter256,5,P32195,pep,16,0
adapter256,5,P32196,pep,18,1
adapter256,5,P32329,propep,46,0
adapter256,5,P32329,propep,21,1
adapter256,5,P32623,propep,22,1
adapter256,5,P32648,pep,42,1
adapter256,5,P32648,pep,28,1
adapter256,5,P32648,propep,15,1
adapter256,5,P32649,pep,27,1
adapter256,5,P32649,pep,28,1
adapter256,5,P32950,propep,36,1
adapter256,5,P32951,propep,37,1
adapter256,5,P33046,pep,13,1
adapter256,5,P33689,pep,36,1
adapter256,5,P33689,pep,30,1
adapter256,5,P33715,pep,13,1
adapter256,5,P33718,pep,26,1
adapter256,5,P33718,pep,21,1
adapter256,5,P33718,propep,29,1
adapter256,5,P33719,pep,26,1
adapter256,5,P33719,pep,23,1
adapter256,5,P33719,propep,29,1
adapter256,5,P33720,pep,26,1
adapter256,5,P33720,pep,21,1
adapter256,5,P33720,propep,29,1
adapter256,5,P33721,pep,27,1
adapter256,5,P33721,pep,20,1
adapter256,5,P33721,propep,21,1
adapter256,5,P33722,pep,27,1
adapter256,5,P33722,pep,20,1
adapter256,5,P33722,propep,21,1
adapter256,5,P34026,propep,6,1
adapter256,5,P34806,propep,8,0
adapter256,5,P34962,pep,8,0
adapter256,5,P34963,pep,9,0
adapter256,5,P34964,pep,8,0
adapter256,5,P35460,propep,22,0
adapter256,5,P35461,propep,29,1
adapter256,5,P35518,propep,21,1
adapter256,5,P36193,pep,19,1
adapter256,5,P36193,pep,22,0
adapter256,5,P36560,propep,37,0
adapter256,5,P39105,propep,30,1
adapter256,5,P40765,pep,25,0
adapter256,5,P41365,propep,7,1
adapter256,5,P41534,pep,46,0
adapter256,5,P41534,pep,38,1
adapter256,5,P41535,pep,48,1
adapter256,5,P41535,pep,38,1
adapter256,5,P41585,pep,45,0
adapter256,5,P41585,pep,38,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,8,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,7,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,7,1
adapter256,5,P41876,pep,9,1
adapter256,5,P41876,pep,8,1
adapter256,5,P41876,propep,26,0
adapter256,5,P41876,propep,8,1
adapter256,5,P41964,propep,6,0
adapter256,5,P42723,pep,11,0
adapter256,5,P42723,propep,31,0
adapter256,5,P42785,propep,24,0
adapter256,5,P43030,propep,6,0
adapter256,5,P43443,pep,10,1
adapter256,5,P43443,propep,15,1
adapter256,5,P45644,pep,27,1
adapter256,5,P45644,pep,28,1
adapter256,5,P45644,propep,8,1
adapter256,5,P45644,propep,41,1
adapter256,5,P46157,pep,40,0
adapter256,5,P46157,propep,6,0
adapter256,5,P46158,pep,36,0
adapter256,5,P46158,propep,6,0
adapter256,5,P46161,pep,42,1
adapter256,5,P46167,pep,40,1
adapter256,5,P46591,propep,24,1
adapter256,5,P47476,propep,15,1
adapter256,5,P47932,pep,35,0
adapter256,5,P47932,pep,25,1
adapter256,5,P48097,pep,36,1
adapter256,5,P48097,propep,31,1
adapter256,5,P48098,pep,36,1
adapter256,5,P48098,propep,29,1
adapter256,5,P48143,pep,27,1
adapter256,5,P48143,pep,28,1
adapter256,5,P48143,propep,8,1
adapter256,5,P48143,propep,41,0
adapter256,5,P48144,pep,45,1
adapter256,5,P48144,pep,38,1
adapter256,5,P48144,propep,25,0
adapter256,5,P48299,pep,21,1
adapter256,5,P48503,propep,8,0
adapter256,5,P48756,pep,42,0
adapter256,5,P48756,propep,21,1
adapter256,5,P49126,propep,21,0
adapter256,5,P49913,pep,39,1
adapter256,5,P49928,pep,29,1
adapter256,5,P49929,pep,29,1
adapter256,5,P49930,pep,23,0
adapter256,5,P49931,pep,37,1
adapter256,5,P49932,pep,37,1
adapter256,5,P49933,pep,18,1
adapter256,5,P49934,pep,18,1
adapter256,5,P50496,propep,26,1
adapter256,5,P50497,propep,26,0
adapter256,5,P50498,propep,26,1
adapter256,5,P50499,propep,26,1
adapter256,5,P51437,pep,38,0
adapter256,5,P51453,pep,24,1
adapter256,5,P51454,pep,29,1
adapter256,5,P51454,pep,24,1
adapter256,5,P51455,pep,29,1
adapter256,5,P51455,pep,24,1
adapter256,5,P51456,pep,32,1
adapter256,5,P51456,pep,24,1
adapter256,5,P51524,pep,13,0
adapter256,5,P51654,propep,26,1
adapter256,5,P51694,pep,36,1
adapter256,5,P51694,propep,30,1
adapter256,5,P51740,propep,20,1
adapter256,5,P52400,propep,23,0
adapter256,5,P52401,propep,23,0
adapter256,5,P52402,propep,23,0
adapter256,5,P52407,propep,18,0
adapter256,5,P52700,propep,12,0
adapter256,5,P52718,propep,27,1
adapter256,5,P52719,propep,34,0
adapter256,5,P53007,propep,13,0
adapter256,5,P53140,propep,37,0
adapter256,5,P53379,propep,43,0
adapter256,5,P53379,propep,21,1
adapter256,5,P53621,pep,35,0
adapter256,5,P53813,propep,17,1
adapter256,5,P54228,pep,27,0
adapter256,5,P54229,pep,28,1
adapter256,5,P54230,pep,12,0
adapter256,5,P54422,propep,7,0
adapter256,5,P55854,propep,11,1
adapter256,5,P56159,propep,36,0
adapter256,5,P56161,propep,17,0
adapter256,5,P56386,pep,37,0
adapter256,5,P56386,propep,11,1
adapter256,5,P56425,pep,34,1
adapter256,5,P56568,pep,45,0
adapter256,5,P57774,pep,36,1
adapter256,5,P57774,pep,30,1
adapter256,5,P58906,propep,15,0
adapter256,5,P59082,propep,12,0
adapter256,5,P59097,propep,9,0
adapter256,5,P60022,pep,36,0
adapter256,5,P60022,propep,11,0
adapter256,5,P60023,pep,36,0
adapter256,5,P60023,propep,11,0
adapter256,5,P60590,pep,36,0
adapter256,5,P60590,propep,25,1
adapter256,5,P60980,pep,34,1
adapter256,5,P60980,propep,8,1
adapter256,5,P61103,propep,28,1
adapter256,5,P61104,propep,30,1
adapter256,5,P61261,pep,36,0
adapter256,5,P61261,propep,11,0
adapter256,5,P61262,pep,36,0
adapter256,5,P61262,propep,11,0
adapter256,5,P61263,pep,36,0
adapter256,5,P61263,propep,11,0
adapter256,5,P61409,pep,31,1
adapter256,5,P61409,propep,31,1
adapter256,5,P61849,pep,10,1
adapter256,5,P62530,propep,15,1
adapter256,5,P62531,propep,15,1
adapter256,5,P63186,propep,7,0
adapter256,5,P66125,propep,9,1
adapter256,5,P66126,propep,9,1
adapter256,5,P66133,propep,9,1
adapter256,5,P66134,propep,9,1
adapter256,5,P66135,propep,9,1
adapter256,5,P66136,propep,9,1
adapter256,5,P66137,propep,12,1
adapter256,5,P66139,propep,12,1
adapter256,5,P68004,pep,34,0
adapter256,5,P68005,pep,34,0
adapter256,5,P68248,propep,16,0
adapter256,5,P68426,propep,27,1
adapter256,5,P68827,propep,24,0
adapter256,5,P75458,propep,15,1
adapter256,5,P79076,propep,11,0
adapter256,5,P79110,propep,13,1
adapter256,5,P79362,pep,43,1
adapter256,5,P79799,propep,50,0
adapter256,5,P79799,propep,23,0
adapter256,5,P80710,pep,23,0
adapter256,5,P80710,propep,10,1
adapter256,5,P80710,propep,27,0
adapter256,5,P80713,pep,23,0
adapter256,5,P80713,propep,10,1
adapter256,5,P80713,propep,27,0
adapter256,5,P80734,propep,14,1
adapter256,5,P80735,propep,14,1
adapter256,5,P80957,propep,11,1
adapter256,5,P81191,pep,27,1
adapter256,5,P81401,pep,27,1
adapter256,5,P81401,pep,28,1
adapter256,5,P81401,propep,12,0
adapter256,5,P81401,propep,15,1
adapter256,5,P81592,pep,32,0
adapter256,5,P81592,propep,9,1
adapter256,5,P82018,pep,43,1
adapter256,5,P83211,propep,35,0
adapter256,5,P83303,propep,28,1
adapter256,5,P83412,pep,12,1
adapter256,5,P83974,propep,8,1
adapter256,5,P84213,pep,14,1
adapter256,5,P84213,propep,15,1
adapter256,5,P84408,pep,30,0
adapter256,5,P84808,propep,6,0
adapter256,5,P85527,pep,10,1
adapter256,5,P86442,pep,9,0
adapter256,5,P86442,propep,24,0
adapter256,5,P86442,propep,29,1
adapter256,5,P86828,pep,6,1
adapter256,5,P91896,pep,31,0
adapter256,5,P91896,pep,20,1
adapter256,5,P91896,propep,19,0
adapter256,5,P93248,propep,9,0
adapter256,5,P93328,propep,26,1
adapter256,5,P97785,propep,38,0
adapter256,5,Q00663,propep,37,1
adapter256,5,Q00676,pep,11,0
adapter256,5,Q01133,propep,5,0
adapter256,5,Q01133,propep,5,0
adapter256,5,Q01133,propep,5,0
adapter256,5,Q01133,propep,49,0
adapter256,5,Q01413,propep,20,0
adapter256,5,Q01416,propep,24,1
adapter256,5,Q01758,propep,17,1
adapter256,5,Q02ZA6,propep,9,1
adapter256,5,Q03467,propep,23,1
adapter256,5,Q03643,propep,26,1
adapter256,5,Q03644,propep,26,1
adapter256,5,Q03645,propep,26,1
adapter256,5,Q03646,propep,26,1
adapter256,5,Q03674,propep,26,1
adapter256,5,Q03994,propep,26,1
adapter256,5,Q03FZ9,propep,8,1
adapter256,5,Q03M32,propep,11,1
adapter256,5,Q04KI2,propep,12,1
adapter256,5,Q058G9,pep,15,1
adapter256,5,Q058G9,propep,5,1
adapter256,5,Q06145,pep,42,0
adapter256,5,Q06145,propep,21,1
adapter256,5,Q07053,propep,10,1
adapter256,5,Q07988,propep,21,1
adapter256,5,Q08108,propep,27,1
adapter256,5,Q08761,propep,17,1
adapter256,5,Q08890,propep,6,0
adapter256,5,Q08906,propep,23,1
adapter256,5,Q08907,propep,22,1
adapter256,5,Q09169,pep,46,1
adapter256,5,Q09169,pep,38,1
adapter256,5,Q09175,propep,20,0
adapter256,5,Q09982,pep,5,0
adapter256,5,Q09982,pep,5,0
adapter256,5,Q09982,pep,5,0
adapter256,5,Q09982,propep,32,1
adapter256,5,Q09JK2,propep,5,1
adapter256,5,Q0AWJ2,propep,9,1
adapter256,5,Q0EAE5,pep,34,1
adapter256,5,Q0EAE5,propep,27,1
adapter256,5,Q0H293,propep,6,0
adapter256,5,Q0IUL4,pep,5,1
adapter256,5,Q0IUL4,propep,5,1
adapter256,5,Q0MWV8,pep,40,0
adapter256,5,Q0MWV8,propep,22,1
adapter256,5,Q0SR53,propep,9,1
adapter256,5,Q0THN1,propep,37,0
adapter256,5,Q0TNI4,propep,9,1
adapter256,5,Q10416,propep,19,1
adapter256,5,Q10JL1,propep,25,1
adapter256,5,Q12303,propep,27,1
adapter256,5,Q12303,propep,25,1
adapter256,5,Q14641,pep,33,0
adapter256,5,Q14641,pep,25,1
adapter256,5,Q14BU0,propep,37,1
adapter256,5,Q15726,pep,14,1
adapter256,5,Q16819,propep,44,1
adapter256,5,Q16820,propep,39,1
adapter256,5,Q16994,propep,11,0
adapter256,5,Q16994,propep,11,0
adapter256,5,Q16994,propep,8,1
adapter256,5,Q16994,propep,8,1
adapter256,5,Q16994,propep,8,1
adapter256,5,Q16RI5,pep,10,1
adapter256,5,Q17192,pep,28,1
adapter256,5,Q17192,pep,20,1
adapter256,5,Q17192,propep,21,0
adapter256,5,Q17194,pep,24,1
adapter256,5,Q17194,pep,21,1
adapter256,5,Q17194,propep,19,1
adapter256,5,Q17196,pep,24,1
adapter256,5,Q17196,pep,27,1
adapter256,5,Q17196,propep,16,0
adapter256,5,Q17QV3,propep,12,1
adapter256,5,Q18184,pep,23,1
adapter256,5,Q18184,propep,12,1
adapter256,5,Q18184,propep,26,1
adapter256,5,Q18234,pep,9,1
adapter256,5,Q18B22,propep,9,1
adapter256,5,Q1C5C7,propep,42,1
adapter256,5,Q1CKL2,propep,42,1
adapter256,5,Q1ELU4,pep,18,1
adapter256,5,Q1ELU4,pep,18,1
adapter256,5,Q1ELU4,pep,18,1
adapter256,5,Q1ELU4,pep,18,1
adapter256,5,Q1ELU4,pep,24,1
adapter256,5,Q1ELU4,propep,21,1
adapter256,5,Q1ELU4,propep,9,1
adapter256,5,Q1ELU4,propep,9,1
adapter256,5,Q1ELU4,propep,9,1
adapter256,5,Q1ELU4,propep,8,1
adapter256,5,Q1ELU5,pep,18,1
adapter256,5,Q1ELU5,pep,18,1
adapter256,5,Q1ELU5,pep,18,1
adapter256,5,Q1ELU5,pep,18,1
adapter256,5,Q1ELU5,pep,18,1
adapter256,5,Q1ELU5,pep,24,1
adapter256,5,Q1ELU5,propep,21,1
adapter256,5,Q1ELU5,propep,9,1
adapter256,5,Q1ELU5,propep,9,1
adapter256,5,Q1ELU5,propep,9,1
adapter256,5,Q1ELU5,propep,9,1
adapter256,5,Q1ELU5,propep,8,1
adapter256,5,Q1ELU7,pep,35,0
adapter256,5,Q1ELU7,pep,33,0
adapter256,5,Q1ELU7,propep,22,1
adapter256,5,Q1ELU8,pep,35,0
adapter256,5,Q1ELU8,pep,33,0
adapter256,5,Q1ELU8,propep,22,1
adapter256,5,Q1JPW9,propep,25,1
adapter256,5,Q1KLX1,pep,39,1
adapter256,5,Q1KLX2,pep,39,1
adapter256,5,Q1KLX3,pep,39,1
adapter256,5,Q1KLX4,pep,39,1
adapter256,5,Q1KLX5,pep,39,0
adapter256,5,Q1KLX6,pep,39,1
adapter256,5,Q1KLX7,pep,39,1
adapter256,5,Q1KLX8,pep,39,1
adapter256,5,Q1KLY0,pep,39,1
adapter256,5,Q1KLY2,pep,39,1
adapter256,5,Q1KLY3,pep,39,1
adapter256,5,Q1KLY4,pep,39,0
adapter256,5,Q1KLY5,pep,39,1
adapter256,5,Q1KLY6,pep,39,1
adapter256,5,Q1KLY7,pep,39,1
adapter256,5,Q1KLY8,pep,39,1
adapter256,5,Q1PFD8,propep,22,1
adapter256,5,Q24238,propep,26,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,pep,7,1
adapter256,5,Q25413,propep,31,1
adapter256,5,Q25413,propep,10,1
adapter256,5,Q25413,propep,14,1
adapter256,5,Q25413,propep,12,1
adapter256,5,Q27173,propep,29,1
adapter256,5,Q27174,propep,29,1
adapter256,5,Q27181,propep,29,1
adapter256,5,Q27677,propep,24,1
adapter256,5,Q27954,pep,35,0
adapter256,5,Q28HK1,propep,37,1
adapter256,5,Q29486,propep,25,1
adapter256,5,Q295C6,pep,7,0
adapter256,5,Q295C6,pep,9,1
adapter256,5,Q295C6,pep,14,1
adapter256,5,Q295C6,propep,36,0
adapter256,5,Q295C6,propep,29,0
adapter256,5,Q29B55,pep,28,0
adapter256,5,Q29B55,propep,37,1
adapter256,5,Q29W19,pep,48,0
adapter256,5,Q29W19,pep,38,1
adapter256,5,Q2FG82,propep,9,1
adapter256,5,Q2FUW9,propep,35,1
adapter256,5,Q2FXT0,propep,9,1
adapter256,5,Q2HYY9,propep,15,1
adapter256,5,Q2IAL6,pep,29,0
adapter256,5,Q2IAL7,pep,32,0
adapter256,5,Q2KJI7,propep,28,0
adapter256,5,Q2NIJ9,propep,10,1
adapter256,5,Q2SS74,propep,10,1
adapter256,5,Q2TA14,propep,26,0
adapter256,5,Q2YT85,propep,9,1
adapter256,5,Q32ZI4,pep,41,1
adapter256,5,Q39131,propep,31,1
adapter256,5,Q39962,propep,14,0
adapter256,5,Q3C255,propep,16,1
adapter256,5,Q3C256,propep,16,1
adapter256,5,Q3SB03,propep,9,0
adapter256,5,Q3SB04,propep,9,0
adapter256,5,Q3SB05,propep,9,0
adapter256,5,Q3SB06,propep,9,0
adapter256,5,Q3SB07,propep,9,0
